time;tre200dx;tre200dn;tre200d0;hns000d0;rka150d0;hto000d0
20020825;-;-;-;-;-;-
20020826;-;-;-;-;-;-
20020827;-;-;-;-;-;-
20020828;-;-;-;-;-;-
20020829;-;-;-;-;-;-
20020830;-;-;-;-;-;-
20020831;-;-;-;-;-;-
20020901;-;-;-;-;-;-
20020902;-;-;-;-;-;-
20020903;-;-;-;-;-;-
20020904;-;-;-;-;-;-
20020905;-;-;-;-;-;-
20020906;-;-;-;-;-;-
20020907;-;-;-;-;-;-
20020908;-;-;-;-;-;-
20020909;-;-;-;-;-;-
20020910;-;-;-;-;-;-
20020911;-;-;-;-;-;-
20020912;-;-;-;-;-;-
20020913;-;-;-;-;-;-
20020914;-;-;-;-;-;-
20020915;-;-;-;-;-;-
20020916;-;-;-;-;-;-
20020917;-;-;-;-;-;-
20020918;-;-;-;-;-;-
20020919;-;-;-;-;-;-
20020920;-;-;-;-;-;-
20020921;-;-;-;-;-;-
20020922;-;-;-;-;-;-
20020923;-;-;-;-;-;-
20020924;-;-;-;-;-;-
20020925;-;-;-;-;-;-
20020926;-;-;-;-;-;-
20020927;-;-;-;-;-;-
20020928;-;-;-;-;-;-
20020929;-;-;-;-;-;-
20020930;-;-;-;-;-;-
20021001;-;-;-;-;-;-
20021002;-;-;-;-;-;-
20021003;-;-;-;-;-;-
20021004;-;-;-;-;-;-
20021005;-;-;-;-;-;-
20021006;-;-;-;-;-;-
20021007;-;-;-;-;-;-
20021008;-;-;-;-;-;-
20021009;-;-;-;-;-;-
20021010;-;-;-;-;-;-
20021011;-;-;-;-;-;-
20021012;-;-;-;-;-;-
20021013;-;-;-;-;-;-
20021014;-;-;-;-;-;-
20021015;-;-;-;-;-;-
20021016;-;-;-;-;-;-
20021017;-;-;-;-;-;-
20021018;-;-;-;-;-;-
20021019;-;-;-;-;-;-
20021020;-;-;-;-;-;-
20021021;-;-;-;-;-;-
20021022;-;-;-;-;-;-
20021023;-;-;-;-;-;-
20021024;-;-;-;-;-;-
20021025;-;-;-;-;-;-
20021026;-;-;-;-;-;-
20021027;-;-;-;-;-;-
20021028;-;-;-;-;-;-
20021029;-;-;-;-;-;-
20021030;-;-;-;-;-;-
20021031;-;-;-;-;-;-
20021101;-;-;-;-;-;-
20021102;-;-;-;-;-;-
20021103;-;-;-;-;-;-
20021104;-;-;-;-;-;-
20021105;-;-;-;-;-;-
20021106;-;-;-;-;-;-
20021107;-;-;-;-;-;-
20021108;-;-;-;-;-;-
20021109;-;-;-;-;-;-
20021110;-;-;-;-;-;-
20021111;-;-;-;-;-;-
20021112;-;-;-;-;-;-
20021113;-;-;-;-;-;-
20021114;-;-;-;-;-;-
20021115;-;-;-;-;-;-
20021116;-;-;-;-;-;-
20021117;-;-;-;-;-;-
20021118;-;-;-;-;-;-
20021119;-;-;-;-;-;-
20021120;-;-;-;-;-;-
20021121;-;-;-;-;-;-
20021122;-;-;-;-;-;-
20021123;-;-;-;-;-;-
20021124;-;-;-;-;-;-
20021125;-;-;-;-;-;-
20021126;-;-;-;-;-;-
20021127;-;-;-;-;-;-
20021128;-;-;-;-;-;-
20021129;-;-;-;-;-;-
20021130;-;-;-;-;-;-
20021201;-;-;-;-;-;-
20021202;-;-;-;-;-;-
20021203;-;-;-;-;-;-
20021204;-;-;-;-;-;-
20021205;-;-;-;-;-;-
20021206;-;-;-;-;-;-
20021207;-;-;-;-;-;-
20021208;-;-;-;-;-;-
20021209;-;-;-;-;-;-
20021210;-;-;-;-;-;-
20021211;-;-;-;-;-;-
20021212;-;-;-;-;-;-
20021213;-;-;-;-;-;-
20021214;-;-;-;-;-;-
20021215;-;-;-;-;-;-
20021216;-;-;-;-;-;-
20021217;-;-;-;-;-;-
20021218;-;-;-;-;-;-
20021219;-;-;-;-;-;-
20021220;-;-;-;-;-;-
20021221;-;-;-;-;-;-
20021222;-;-;-;-;-;-
20021223;-;-;-;-;-;-
20021224;-;-;-;-;-;-
20021225;-;-;-;-;-;-
20021226;-;-;-;-;-;-
20021227;-;-;-;-;-;-
20021228;-;-;-;-;-;-
20021229;-;-;-;-;-;-
20021230;-;-;-;-;-;-
20021231;-;-;-;-;-;-
20030101;-;-;-;-;-;-
20030102;-;-;-;-;-;-
20030103;-;-;-;-;-;-
20030104;-;-;-;-;-;-
20030105;-;-;-;-;-;-
20030106;-;-;-;-;-;-
20030107;-;-;-;-;-;-
20030108;-;-;-;-;-;-
20030109;-;-;-;-;-;-
20030110;-;-;-;-;-;-
20030111;-;-;-;-;-;-
20030112;-;-;-;-;-;-
20030113;-;-;-;-;-;-
20030114;-;-;-;-;-;-
20030115;-;-;-;-;-;-
20030116;-;-;-;-;-;-
20030117;-;-;-;-;-;-
20030118;-;-;-;-;-;-
20030119;-;-;-;-;-;-
20030120;-;-;-;-;-;-
20030121;-;-;-;-;-;-
20030122;-;-;-;-;-;-
20030123;-;-;-;-;-;-
20030124;-;-;-;-;-;-
20030125;-;-;-;-;-;-
20030126;-;-;-;-;-;-
20030127;-;-;-;-;-;-
20030128;-;-;-;-;-;-
20030129;-;-;-;-;-;-
20030130;-;-;-;-;-;-
20030131;-;-;-;-;-;-
20030201;-;-;-;-;-;-
20030202;-;-;-;-;-;-
20030203;-;-;-;-;-;-
20030204;-;-;-;-;-;-
20030205;-;-;-;-;-;-
20030206;-;-;-;-;-;-
20030207;-;-;-;-;-;-
20030208;-;-;-;-;-;-
20030209;-;-;-;-;-;-
20030210;-;-;-;-;-;-
20030211;-;-;-;-;-;-
20030212;-;-;-;-;-;-
20030213;-;-;-;-;-;-
20030214;-;-;-;-;-;-
20030215;-;-;-;-;-;-
20030216;-;-;-;-;-;-
20030217;-;-;-;-;-;-
20030218;-;-;-;-;-;-
20030219;-;-;-;-;-;-
20030220;-;-;-;-;-;-
20030221;-;-;-;-;-;-
20030222;-;-;-;-;-;-
20030223;-;-;-;-;-;-
20030224;-;-;-;-;-;-
20030225;-;-;-;-;-;-
20030226;-;-;-;-;-;-
20030227;-;-;-;-;-;-
20030228;-;-;-;-;-;-
20030301;-;-;-;-;-;-
20030302;-;-;-;-;-;-
20030303;-;-;-;-;-;-
20030304;-;-;-;-;-;-
20030305;-;-;-;-;-;-
20030306;-;-;-;-;-;-
20030307;-;-;-;-;-;-
20030308;-;-;-;-;-;-
20030309;-;-;-;-;-;-
20030310;-;-;-;-;-;-
20030311;-;-;-;-;-;-
20030312;-;-;-;-;-;-
20030313;-;-;-;-;-;-
20030314;-;-;-;-;-;-
20030315;-;-;-;-;-;-
20030316;-;-;-;-;-;-
20030317;-;-;-;-;-;-
20030318;-;-;-;-;-;-
20030319;-;-;-;-;-;-
20030320;-;-;-;-;-;-
20030321;-;-;-;-;-;-
20030322;-;-;-;-;-;-
20030323;-;-;-;-;-;-
20030324;-;-;-;-;-;-
20030325;-;-;-;-;-;-
20030326;-;-;-;-;-;-
20030327;-;-;-;-;-;-
20030328;-;-;-;-;-;-
20030329;-;-;-;-;-;-
20030330;-;-;-;-;-;-
20030331;-;-;-;-;-;-
20030401;-;-;-;-;-;-
20030402;-;-;-;-;-;-
20030403;-;-;-;-;-;-
20030404;-;-;-;-;-;-
20030405;-;-;-;-;-;-
20030406;-;-;-;-;-;-
20030407;-;-;-;-;-;-
20030408;-;-;-;-;-;-
20030409;-;-;-;-;-;-
20030410;-;-;-;-;-;-
20030411;-;-;-;-;-;-
20030412;-;-;-;-;-;-
20030413;-;-;-;-;-;-
20030414;-;-;-;-;-;-
20030415;-;-;-;-;-;-
20030416;-;-;-;-;-;-
20030417;-;-;-;-;-;-
20030418;-;-;-;-;-;-
20030419;-;-;-;-;-;-
20030420;-;-;-;-;-;-
20030421;-;-;-;-;-;-
20030422;-;-;-;-;-;-
20030423;-;-;-;-;-;-
20030424;-;-;-;-;-;-
20030425;-;-;-;-;-;-
20030426;-;-;-;-;-;-
20030427;-;-;-;-;-;-
20030428;-;-;-;-;-;-
20030429;-;-;-;-;-;-
20030430;-;-;-;-;-;-
20030501;-;-;-;-;-;-
20030502;-;-;-;-;-;-
20030503;-;-;-;-;-;-
20030504;-;-;-;-;-;-
20030505;-;-;-;-;-;-
20030506;-;-;-;-;-;-
20030507;-;-;-;-;-;-
20030508;-;-;-;-;-;-
20030509;-;-;-;-;-;-
20030510;-;-;-;-;-;-
20030511;-;-;-;-;-;-
20030512;-;-;-;-;-;-
20030513;-;-;-;-;-;-
20030514;-;-;-;-;-;-
20030515;-;-;-;-;-;-
20030516;-;-;-;-;-;-
20030517;-;-;-;-;-;-
20030518;-;-;-;-;-;-
20030519;-;-;-;-;-;-
20030520;-;-;-;-;-;-
20030521;-;-;-;-;-;-
20030522;-;-;-;-;-;-
20030523;-;-;-;-;-;-
20030524;-;-;-;-;-;-
20030525;-;-;-;-;-;-
20030526;-;-;-;-;-;-
20030527;-;-;-;-;-;-
20030528;-;-;-;-;-;-
20030529;-;-;-;-;-;-
20030530;-;-;-;-;-;-
20030531;-;-;-;-;-;-
20030601;-;-;-;-;-;-
20030602;-;-;-;-;-;-
20030603;-;-;-;-;-;-
20030604;-;-;-;-;-;-
20030605;-;-;-;-;-;-
20030606;-;-;-;-;-;-
20030607;-;-;-;-;-;-
20030608;-;-;-;-;-;-
20030609;-;-;-;-;-;-
20030610;-;-;-;-;-;-
20030611;-;-;-;-;-;-
20030612;-;-;-;-;-;-
20030613;-;-;-;-;-;-
20030614;-;-;-;-;-;-
20030615;-;-;-;-;-;-
20030616;-;-;-;-;-;-
20030617;-;-;-;-;-;-
20030618;-;-;-;-;-;-
20030619;-;-;-;-;-;-
20030620;-;-;-;-;-;-
20030621;-;-;-;-;-;-
20030622;-;-;-;-;-;-
20030623;-;-;-;-;-;-
20030624;-;-;-;-;-;-
20030625;-;-;-;-;-;-
20030626;-;-;-;-;-;-
20030627;-;-;-;-;-;-
20030628;-;-;-;-;-;-
20030629;-;-;-;-;-;-
20030630;-;-;-;-;-;-
20030701;-;-;-;-;-;-
20030702;-;-;-;-;-;-
20030703;-;-;-;-;-;-
20030704;-;-;-;-;-;-
20030705;-;-;-;-;-;-
20030706;-;-;-;-;-;-
20030707;-;-;-;-;-;-
20030708;-;-;-;-;-;-
20030709;-;-;-;-;-;-
20030710;-;-;-;-;-;-
20030711;-;-;-;-;-;-
20030712;-;-;-;-;-;-
20030713;-;-;-;-;-;-
20030714;-;-;-;-;-;-
20030715;-;-;-;-;-;-
20030716;-;-;-;-;-;-
20030717;-;-;-;-;-;-
20030718;-;-;-;-;-;-
20030719;-;-;-;-;-;-
20030720;-;-;-;-;-;-
20030721;-;-;-;-;-;-
20030722;-;-;-;-;-;-
20030723;-;-;-;-;-;-
20030724;-;-;-;-;-;-
20030725;-;-;-;-;-;-
20030726;-;-;-;-;-;-
20030727;-;-;-;-;-;-
20030728;-;-;-;-;-;-
20030729;-;-;-;-;-;-
20030730;-;-;-;-;-;-
20030731;-;-;-;-;-;-
20030801;-;-;-;-;-;-
20030802;-;-;-;-;-;-
20030803;-;-;-;-;-;-
20030804;-;-;-;-;-;-
20030805;-;-;-;-;-;-
20030806;-;-;-;-;-;-
20030807;-;-;-;-;-;-
20030808;-;-;-;-;-;-
20030809;-;-;-;-;-;-
20030810;-;-;-;-;-;-
20030811;-;-;-;-;-;-
20030812;-;-;-;-;-;-
20030813;-;-;-;-;-;-
20030814;-;-;-;-;-;-
20030815;-;-;-;-;-;-
20030816;-;-;-;-;-;-
20030817;-;-;-;-;-;-
20030818;-;-;-;-;-;-
20030819;-;-;-;-;-;-
20030820;-;-;-;-;-;-
20030821;-;-;-;-;-;-
20030822;-;-;-;-;-;-
20030823;-;-;-;-;-;-
20030824;-;-;-;-;-;-
20030825;-;-;-;-;-;-
20030826;-;-;-;-;-;-
20030827;-;-;-;-;-;-
20030828;-;-;-;-;-;-
20030829;-;-;-;-;-;-
20030830;-;-;-;-;-;-
20030831;-;-;-;-;-;-
20030901;-;-;-;-;-;-
20030902;-;-;-;-;-;-
20030903;-;-;-;-;-;-
20030904;-;-;-;-;-;-
20030905;-;-;-;-;-;-
20030906;-;-;-;-;-;-
20030907;-;-;-;-;-;-
20030908;-;-;-;-;-;-
20030909;-;-;-;-;-;-
20030910;-;-;-;-;-;-
20030911;-;-;-;-;-;-
20030912;-;-;-;-;-;-
20030913;-;-;-;-;-;-
20030914;-;-;-;-;-;-
20030915;-;-;-;-;-;-
20030916;-;-;-;-;-;-
20030917;-;-;-;-;-;-
20030918;-;-;-;-;-;-
20030919;-;-;-;-;-;-
20030920;-;-;-;-;-;-
20030921;-;-;-;-;-;-
20030922;-;-;-;-;-;-
20030923;-;-;-;-;-;-
20030924;-;-;-;-;-;-
20030925;-;-;-;-;-;-
20030926;-;-;-;-;-;-
20030927;-;-;-;-;-;-
20030928;-;-;-;-;-;-
20030929;-;-;-;-;-;-
20030930;-;-;-;-;-;-
20031001;-;-;-;-;-;-
20031002;-;-;-;-;-;-
20031003;-;-;-;-;-;-
20031004;-;-;-;-;-;-
20031005;-;-;-;-;-;-
20031006;-;-;-;-;-;-
20031007;-;-;-;-;-;-
20031008;-;-;-;-;-;-
20031009;-;-;-;-;-;-
20031010;-;-;-;-;-;-
20031011;-;-;-;-;-;-
20031012;-;-;-;-;-;-
20031013;-;-;-;-;-;-
20031014;-;-;-;-;-;-
20031015;-;-;-;-;-;-
20031016;-;-;-;-;-;-
20031017;-;-;-;-;-;-
20031018;-;-;-;-;-;-
20031019;-;-;-;-;-;-
20031020;-;-;-;-;-;-
20031021;-;-;-;-;-;-
20031022;-;-;-;-;-;-
20031023;-;-;-;-;-;-
20031024;-;-;-;-;-;-
20031025;-;-;-;-;-;-
20031026;-;-;-;-;-;-
20031027;-;-;-;-;-;-
20031028;-;-;-;-;-;-
20031029;-;-;-;-;-;-
20031030;-;-;-;-;-;-
20031031;-;-;-;-;-;-
20031101;-;-;-;-;-;-
20031102;-;-;-;-;-;-
20031103;-;-;-;-;-;-
20031104;-;-;-;-;-;-
20031105;-;-;-;-;-;-
20031106;-;-;-;-;-;-
20031107;-;-;-;-;-;-
20031108;-;-;-;-;-;-
20031109;-;-;-;-;-;-
20031110;-;-;-;-;-;-
20031111;-;-;-;-;-;-
20031112;-;-;-;-;-;-
20031113;-;-;-;-;-;-
20031114;-;-;-;-;-;-
20031115;-;-;-;-;-;-
20031116;-;-;-;-;-;-
20031117;-;-;-;-;-;-
20031118;-;-;-;-;-;-
20031119;-;-;-;-;-;-
20031120;-;-;-;-;-;-
20031121;-;-;-;-;-;-
20031122;-;-;-;-;-;-
20031123;-;-;-;-;-;-
20031124;-;-;-;-;-;-
20031125;-;-;-;-;-;-
20031126;-;-;-;-;-;-
20031127;-;-;-;-;-;-
20031128;-;-;-;-;-;-
20031129;-;-;-;-;-;-
20031130;-;-;-;-;-;-
20031201;-;-;-;-;-;-
20031202;-;-;-;-;-;-
20031203;-;-;-;-;-;-
20031204;-;-;-;-;-;-
20031205;-;-;-;-;-;-
20031206;-;-;-;-;-;-
20031207;-;-;-;-;-;-
20031208;-;-;-;-;-;-
20031209;-;-;-;-;-;-
20031210;-;-;-;-;-;-
20031211;-;-;-;-;-;-
20031212;-;-;-;-;-;-
20031213;-;-;-;-;-;-
20031214;-;-;-;-;-;-
20031215;-;-;-;-;-;-
20031216;-;-;-;-;-;-
20031217;-;-;-;-;-;-
20031218;-;-;-;-;-;-
20031219;-;-;-;-;-;-
20031220;-;-;-;-;-;-
20031221;-;-;-;-;-;-
20031222;-;-;-;-;-;-
20031223;-;-;-;-;-;-
20031224;-;-;-;-;-;-
20031225;-;-;-;-;-;-
20031226;-;-;-;-;-;-
20031227;-;-;-;-;-;-
20031228;-;-;-;-;-;-
20031229;-;-;-;-;-;-
20031230;-;-;-;-;-;-
20031231;-;-;-;-;-;-
20040101;-;-;-;-;-;-
20040102;-;-;-;-;-;-
20040103;-;-;-;-;-;-
20040104;-;-;-;-;-;-
20040105;-;-;-;-;-;-
20040106;-;-;-;-;-;-
20040107;-;-;-;-;-;-
20040108;-;-;-;-;-;-
20040109;-;-;-;-;-;-
20040110;-;-;-;-;-;-
20040111;-;-;-;-;-;-
20040112;-;-;-;-;-;-
20040113;-;-;-;-;-;-
20040114;-;-;-;-;-;-
20040115;-;-;-;-;-;-
20040116;-;-;-;-;-;-
20040117;-;-;-;-;-;-
20040118;-;-;-;-;-;-
20040119;-;-;-;-;-;-
20040120;-;-;-;-;-;-
20040121;-;-;-;-;-;-
20040122;-;-;-;-;-;-
20040123;-;-;-;-;-;-
20040124;-;-;-;-;-;-
20040125;-;-;-;-;-;-
20040126;-;-;-;-;-;-
20040127;-;-;-;-;-;-
20040128;-;-;-;-;-;-
20040129;-;-;-;-;-;-
20040130;-;-;-;-;-;-
20040131;-;-;-;-;-;-
20040201;-;-;-;-;-;-
20040202;-;-;-;-;-;-
20040203;-;-;-;-;-;-
20040204;-;-;-;-;-;-
20040205;-;-;-;-;-;-
20040206;-;-;-;-;-;-
20040207;-;-;-;-;-;-
20040208;-;-;-;-;-;-
20040209;-;-;-;-;-;-
20040210;-;-;-;-;-;-
20040211;-;-;-;-;-;-
20040212;-;-;-;-;-;-
20040213;-;-;-;-;-;-
20040214;-;-;-;-;-;-
20040215;-;-;-;-;-;-
20040216;-;-;-;-;-;-
20040217;-;-;-;-;-;-
20040218;-;-;-;-;-;-
20040219;-;-;-;-;-;-
20040220;-;-;-;-;-;-
20040221;-;-;-;-;-;-
20040222;-;-;-;-;-;-
20040223;-;-;-;-;-;-
20040224;-;-;-;-;-;-
20040225;-;-;-;-;-;-
20040226;-;-;-;-;-;-
20040227;-;-;-;-;-;-
20040228;-;-;-;-;-;-
20040229;-;-;-;-;-;-
20040301;-;-;-;-;-;-
20040302;-;-;-;-;-;-
20040303;-;-;-;-;-;-
20040304;-;-;-;-;-;-
20040305;-;-;-;-;-;-
20040306;-;-;-;-;-;-
20040307;-;-;-;-;-;-
20040308;-;-;-;-;-;-
20040309;-;-;-;-;-;-
20040310;-;-;-;-;-;-
20040311;-;-;-;-;-;-
20040312;-;-;-;-;-;-
20040313;-;-;-;-;-;-
20040314;-;-;-;-;-;-
20040315;-;-;-;-;-;-
20040316;-;-;-;-;-;-
20040317;-;-;-;-;-;-
20040318;-;-;-;-;-;-
20040319;-;-;-;-;-;-
20040320;-;-;-;-;-;-
20040321;-;-;-;-;-;-
20040322;-;-;-;-;-;-
20040323;-;-;-;-;-;-
20040324;-;-;-;-;-;-
20040325;-;-;-;-;-;-
20040326;-;-;-;-;-;-
20040327;-;-;-;-;-;-
20040328;-;-;-;-;-;-
20040329;-;-;-;-;-;-
20040330;-;-;-;-;-;-
20040331;-;-;-;-;-;-
20040401;-;-;-;-;-;-
20040402;-;-;-;-;-;-
20040403;-;-;-;-;-;-
20040404;-;-;-;-;-;-
20040405;-;-;-;-;-;-
20040406;-;-;-;-;-;-
20040407;-;-;-;-;-;-
20040408;-;-;-;-;-;-
20040409;-;-;-;-;-;-
20040410;-;-;-;-;-;-
20040411;-;-;-;-;-;-
20040412;-;-;-;-;-;-
20040413;-;-;-;-;-;-
20040414;-;-;-;-;-;-
20040415;-;-;-;-;-;-
20040416;-;-;-;-;-;-
20040417;-;-;-;-;-;-
20040418;-;-;-;-;-;-
20040419;-;-;-;-;-;-
20040420;-;-;-;-;-;-
20040421;-;-;-;-;-;-
20040422;-;-;-;-;-;-
20040423;-;-;-;-;-;-
20040424;-;-;-;-;-;-
20040425;-;-;-;-;-;-
20040426;-;-;-;-;-;-
20040427;-;-;-;-;-;-
20040428;-;-;-;-;-;-
20040429;-;-;-;-;-;-
20040430;-;-;-;-;-;-
20040501;-;-;-;-;-;-
20040502;-;-;-;-;-;-
20040503;-;-;-;-;-;-
20040504;-;-;-;-;-;-
20040505;-;-;-;-;-;-
20040506;-;-;-;-;-;-
20040507;-;-;-;-;-;-
20040508;-;-;-;-;-;-
20040509;-;-;-;-;-;-
20040510;-;-;-;-;-;-
20040511;-;-;-;-;-;-
20040512;-;-;-;-;-;-
20040513;-;-;-;-;-;-
20040514;-;-;-;-;-;-
20040515;-;-;-;-;-;-
20040516;-;-;-;-;-;-
20040517;-;-;-;-;-;-
20040518;-;-;-;-;-;-
20040519;-;-;-;-;-;-
20040520;-;-;-;-;-;-
20040521;-;-;-;-;-;-
20040522;-;-;-;-;-;-
20040523;-;-;-;-;-;-
20040524;-;-;-;-;-;-
20040525;-;-;-;-;-;-
20040526;-;-;-;-;-;-
20040527;-;-;-;-;-;-
20040528;-;-;-;-;-;-
20040529;-;-;-;-;-;-
20040530;-;-;-;-;-;-
20040531;-;-;-;-;-;-
20040601;-;-;-;-;-;-
20040602;-;-;-;-;-;-
20040603;-;-;-;-;-;-
20040604;-;-;-;-;-;-
20040605;-;-;-;-;-;-
20040606;-;-;-;-;-;-
20040607;-;-;-;-;-;-
20040608;-;-;-;-;-;-
20040609;-;-;-;-;-;-
20040610;-;-;-;-;-;-
20040611;-;-;-;-;-;-
20040612;-;-;-;-;-;-
20040613;-;-;-;-;-;-
20040614;-;-;-;-;-;-
20040615;-;-;-;-;-;-
20040616;-;-;-;-;-;-
20040617;-;-;-;-;-;-
20040618;-;-;-;-;-;-
20040619;-;-;-;-;-;-
20040620;-;-;-;-;-;-
20040621;-;-;-;-;-;-
20040622;-;-;-;-;-;-
20040623;-;-;-;-;-;-
20040624;-;-;-;-;-;-
20040625;-;-;-;-;-;-
20040626;-;-;-;-;-;-
20040627;-;-;-;-;-;-
20040628;-;-;-;-;-;-
20040629;-;-;-;-;-;-
20040630;-;-;-;-;-;-
20040701;-;-;-;-;-;-
20040702;-;-;-;-;-;-
20040703;-;-;-;-;-;-
20040704;-;-;-;-;-;-
20040705;-;-;-;-;-;-
20040706;-;-;-;-;-;-
20040707;-;-;-;-;-;-
20040708;-;-;-;-;-;-
20040709;-;-;-;-;-;-
20040710;-;-;-;-;-;-
20040711;-;-;-;-;-;-
20040712;-;-;-;-;-;-
20040713;-;-;-;-;-;-
20040714;-;-;-;-;-;-
20040715;-;-;-;-;-;-
20040716;-;-;-;-;-;-
20040717;-;-;-;-;-;-
20040718;-;-;-;-;-;-
20040719;-;-;-;-;-;-
20040720;-;-;-;-;-;-
20040721;-;-;-;-;-;-
20040722;-;-;-;-;-;-
20040723;-;-;-;-;-;-
20040724;-;-;-;-;-;-
20040725;-;-;-;-;-;-
20040726;-;-;-;-;-;-
20040727;-;-;-;-;-;-
20040728;-;-;-;-;-;-
20040729;-;-;-;-;-;-
20040730;-;-;-;-;-;-
20040731;-;-;-;-;-;-
20040801;-;-;-;-;-;-
20040802;-;-;-;-;-;-
20040803;-;-;-;-;-;-
20040804;-;-;-;-;-;-
20040805;-;-;-;-;-;-
20040806;-;-;-;-;-;-
20040807;-;-;-;-;-;-
20040808;-;-;-;-;-;-
20040809;-;-;-;-;-;-
20040810;-;-;-;-;-;-
20040811;-;-;-;-;-;-
20040812;-;-;-;-;-;-
20040813;-;-;-;-;-;-
20040814;-;-;-;-;-;-
20040815;-;-;-;-;-;-
20040816;-;-;-;-;-;-
20040817;-;-;-;-;-;-
20040818;-;-;-;-;-;-
20040819;-;-;-;-;-;-
20040820;-;-;-;-;-;-
20040821;-;-;-;-;-;-
20040822;-;-;-;-;-;-
20040823;-;-;-;-;-;-
20040824;-;-;-;-;-;-
20040825;-;-;-;-;-;-
20040826;-;-;-;-;-;-
20040827;-;-;-;-;-;-
20040828;-;-;-;-;-;-
20040829;-;-;-;-;-;-
20040830;-;-;-;-;-;-
20040831;-;-;-;-;-;-
20040901;-;-;-;-;-;-
20040902;-;-;-;-;-;-
20040903;-;-;-;-;-;-
20040904;-;-;-;-;-;-
20040905;-;-;-;-;-;-
20040906;-;-;-;-;-;-
20040907;-;-;-;-;-;-
20040908;-;-;-;-;-;-
20040909;-;-;-;-;-;-
20040910;-;-;-;-;-;-
20040911;-;-;-;-;-;-
20040912;-;-;-;-;-;-
20040913;-;-;-;-;-;-
20040914;-;-;-;-;-;-
20040915;-;-;-;-;-;-
20040916;-;-;-;-;-;-
20040917;-;-;-;-;-;-
20040918;-;-;-;-;-;-
20040919;-;-;-;-;-;-
20040920;-;-;-;-;-;-
20040921;-;-;-;-;-;-
20040922;-;-;-;-;-;-
20040923;-;-;-;-;-;-
20040924;-;-;-;-;-;-
20040925;-;-;-;-;-;-
20040926;-;-;-;-;-;-
20040927;-;-;-;-;-;-
20040928;-;-;-;-;-;-
20040929;-;-;-;-;-;-
20040930;-;-;-;-;-;-
20041001;-;-;-;-;-;-
20041002;-;-;-;-;-;-
20041003;-;-;-;-;-;-
20041004;-;-;-;-;-;-
20041005;-;-;-;-;-;-
20041006;-;-;-;-;-;-
20041007;-;-;-;-;-;-
20041008;-;-;-;-;-;-
20041009;-;-;-;-;-;-
20041010;-;-;-;-;-;-
20041011;-;-;-;-;-;-
20041012;-;-;-;-;-;-
20041013;-;-;-;-;-;-
20041014;-;-;-;-;-;-
20041015;-;-;-;-;-;-
20041016;-;-;-;-;-;-
20041017;-;-;-;-;-;-
20041018;-;-;-;-;-;-
20041019;-;-;-;-;-;-
20041020;-;-;-;-;-;-
20041021;-;-;-;-;-;-
20041022;-;-;-;-;-;-
20041023;-;-;-;-;-;-
20041024;-;-;-;-;-;-
20041025;-;-;-;-;-;-
20041026;-;-;-;-;-;-
20041027;-;-;-;-;-;-
20041028;-;-;-;-;-;-
20041029;-;-;-;-;-;-
20041030;-;-;-;-;-;-
20041031;-;-;-;-;-;-
20041101;-;-;-;-;-;-
20041102;-;-;-;-;-;-
20041103;-;-;-;-;-;-
20041104;-;-;-;-;-;-
20041105;-;-;-;-;-;-
20041106;-;-;-;-;-;-
20041107;-;-;-;-;-;-
20041108;-;-;-;-;-;-
20041109;-;-;-;-;-;-
20041110;-;-;-;-;-;-
20041111;-;-;-;-;-;-
20041112;-;-;-;-;-;-
20041113;-;-;-;-;-;-
20041114;-;-;-;-;-;-
20041115;-;-;-;-;-;-
20041116;-;-;-;-;-;-
20041117;-;-;-;-;-;-
20041118;-;-;-;-;-;-
20041119;-;-;-;-;-;-
20041120;-;-;-;-;-;-
20041121;-;-;-;-;-;-
20041122;-;-;-;-;-;-
20041123;-;-;-;-;-;-
20041124;-;-;-;-;-;-
20041125;-;-;-;-;-;-
20041126;-;-;-;-;-;-
20041127;-;-;-;-;-;-
20041128;-;-;-;-;-;-
20041129;-;-;-;-;-;-
20041130;-;-;-;-;-;-
20041201;-;-;-;-;-;-
20041202;-;-;-;-;-;-
20041203;-;-;-;-;-;-
20041204;-;-;-;-;-;-
20041205;-;-;-;-;-;-
20041206;-;-;-;-;-;-
20041207;-;-;-;-;-;-
20041208;-;-;-;-;-;-
20041209;-;-;-;-;-;-
20041210;-;-;-;-;-;-
20041211;-;-;-;-;-;-
20041212;-;-;-;-;-;-
20041213;-;-;-;-;-;-
20041214;-;-;-;-;-;-
20041215;-;-;-;-;-;-
20041216;-;-;-;-;-;-
20041217;-;-;-;-;-;-
20041218;-;-;-;-;-;-
20041219;-;-;-;-;-;-
20041220;-;-;-;-;-;-
20041221;-;-;-;-;-;-
20041222;-;-;-;-;-;-
20041223;-;-;-;-;-;-
20041224;-;-;-;-;-;-
20041225;-;-;-;-;-;-
20041226;-;-;-;-;-;-
20041227;-;-;-;-;-;-
20041228;-;-;-;-;-;-
20041229;-;-;-;-;-;-
20041230;-;-;-;-;-;-
20041231;-;-;-;-;-;-
20050101;-;-;-;-;-;-
20050102;-;-;-;-;-;-
20050103;-;-;-;-;-;-
20050104;-;-;-;-;-;-
20050105;-;-;-;-;-;-
20050106;-;-;-;-;-;-
20050107;-;-;-;-;-;-
20050108;-;-;-;-;-;-
20050109;-;-;-;-;-;-
20050110;-;-;-;-;-;-
20050111;-;-;-;-;-;-
20050112;-;-;-;-;-;-
